evidence,gocategory,id,pubmed,qualifier,term,gene,ontology,category
IEA,BP,GO:0097154,,acts_upstream_of_or_within,GABAergic neuron differentiation,DLX2,BP,
IEA,BP,GO:1902871,,involved_in,positive regulation of amacrine cell differentiation,DLX2,BP,
ISS,BP,GO:1902871,,involved_in,positive regulation of amacrine cell differentiation,DLX2,BP,
NAS,BP,GO:0002208,29656893,involved_in,somatic diversification of immunoglobulins involved in immune response,SHLD3,BP,
IEA,BP,GO:0006281,,involved_in,DNA repair,SHLD3,BP,
IEA,BP,GO:0006974,,involved_in,DNA damage response,SHLD3,BP,
IEA,BP,GO:0010569,,involved_in,regulation of double-strand break repair via homologous recombination,SHLD3,BP,
NAS,BP,GO:0043247,29656893,involved_in,telomere maintenance in response to DNA damage,SHLD3,BP,
IBA,BP,GO:0045830,,involved_in,positive regulation of isotype switching,SHLD3,BP,
IDA,BP,GO:0045830,29656893,involved_in,positive regulation of isotype switching,SHLD3,BP,
IBA,BP,GO:2000042,,involved_in,negative regulation of double-strand break repair via homologous recombination,SHLD3,BP,
IDA,BP,GO:2000042,29656893,involved_in,negative regulation of double-strand break repair via homologous recombination,SHLD3,BP,
IBA,BP,GO:2001034,,involved_in,positive regulation of double-strand break repair via nonhomologous end joining,SHLD3,BP,
IDA,BP,GO:2001034,29656893,involved_in,positive regulation of double-strand break repair via nonhomologous end joining,SHLD3,BP,
NAS,BP,GO:2001034,29656893,involved_in,positive regulation of double-strand break repair via nonhomologous end joining,SHLD3,BP,
IEA,BP,GO:0006493,,involved_in,protein O-linked glycosylation,EOGT,BP,
ISS,BP,GO:0006493,,involved_in,protein O-linked glycosylation,EOGT,BP,
IBA,BP,GO:0097370,,involved_in,protein O-GlcNAcylation via threonine,EOGT,BP,
IEA,BP,GO:0006355,,involved_in,regulation of DNA-templated transcription,RELB,BP,
IBA,BP,GO:0006954,,involved_in,inflammatory response,RELB,BP,
IBA,BP,GO:0007249,,involved_in,canonical NF-kappaB signal transduction,RELB,BP,
IEA,BP,GO:0010468,,involved_in,regulation of gene expression,RELB,BP,
IEA,BP,GO:0010558,,involved_in,negative regulation of macromolecule biosynthetic process,RELB,BP,
IEA,BP,GO:0019882,,acts_upstream_of_or_within,antigen processing and presentation,RELB,BP,
IEA,BP,GO:0030098,,involved_in,lymphocyte differentiation,RELB,BP,
IMP,BP,GO:0030098,26385063,involved_in,lymphocyte differentiation,RELB,BP,
IMP,BP,GO:0032688,22065573,involved_in,negative regulation of interferon-beta production,RELB,BP,
IEA,BP,GO:0032922,,involved_in,circadian regulation of gene expression,RELB,BP,
ISS,BP,GO:0032922,,involved_in,circadian regulation of gene expression,RELB,BP,
IBA,BP,GO:0034097,,involved_in,response to cytokine,RELB,BP,
IBA,BP,GO:0038061,,involved_in,non-canonical NF-kappaB signal transduction,RELB,BP,
IEA,BP,GO:0038061,,involved_in,non-canonical NF-kappaB signal transduction,RELB,BP,
IEA,BP,GO:0042088,,acts_upstream_of_or_within,T-helper 1 type immune response,RELB,BP,
IEA,BP,GO:0043011,,acts_upstream_of_or_within,myeloid dendritic cell differentiation,RELB,BP,
IEA,BP,GO:0045063,,acts_upstream_of_or_within,T-helper 1 cell differentiation,RELB,BP,
IBA,BP,GO:0045087,,involved_in,innate immune response,RELB,BP,
IEA,BP,GO:0045892,,involved_in,negative regulation of DNA-templated transcription,RELB,BP,
IBA,BP,GO:0045944,,involved_in,positive regulation of transcription by RNA polymerase II,RELB,BP,
NAS,BP,GO:0045944,30205516,involved_in,positive regulation of transcription by RNA polymerase II,RELB,BP,
IEA,BP,GO:0048511,,involved_in,rhythmic process,RELB,BP,
IEA,BP,GO:0071470,,involved_in,cellular response to osmotic stress,RELB,BP,
IEA,BP,GO:0006954,,involved_in,inflammatory response,AOC3,BP,
TAS,BP,GO:0006954,9653080,involved_in,inflammatory response,AOC3,BP,
IDA,BP,GO:0007155,9653080,involved_in,cell adhesion,AOC3,BP,
IEA,BP,GO:0007155,,involved_in,cell adhesion,AOC3,BP,
IBA,BP,GO:0009308,,involved_in,amine metabolic process,AOC3,BP,
IDA,BP,GO:0009308,9653080,involved_in,amine metabolic process,AOC3,BP,
IEA,BP,GO:0009308,,involved_in,amine metabolic process,AOC3,BP,
IBA,BP,GO:0006231,,involved_in,dTMP biosynthetic process,TYMS,BP,
IDA,BP,GO:0006231,"[8845352, 11278511, 15093541]",involved_in,dTMP biosynthetic process,TYMS,BP,
IEA,BP,GO:0006231,,involved_in,dTMP biosynthetic process,TYMS,BP,
IEA,BP,GO:0006235,,involved_in,dTTP biosynthetic process,TYMS,BP,
IEA,BP,GO:0009165,,involved_in,nucleotide biosynthetic process,TYMS,BP,
IDA,BP,GO:0017148,1924359,involved_in,negative regulation of translation,TYMS,BP,
IEA,BP,GO:0032259,,involved_in,methylation,TYMS,BP,
IDA,BP,GO:0035999,15093541,involved_in,tetrahydrofolate interconversion,TYMS,BP,
IEA,BP,GO:0035999,,involved_in,tetrahydrofolate interconversion,TYMS,BP,
IEA,BP,GO:0046653,,involved_in,tetrahydrofolate metabolic process,TYMS,BP,
IC,BP,GO:0071897,15093541,involved_in,DNA biosynthetic process,TYMS,BP,
IDA,BP,GO:0045050,29242231,involved_in,protein insertion into ER membrane by stop-transfer membrane-anchor sequence,EMC9,BP,
IMP,BP,GO:0045050,"[29809151, 30415835]",involved_in,protein insertion into ER membrane by stop-transfer membrane-anchor sequence,EMC9,BP,
IDA,BP,GO:0071816,29242231,involved_in,tail-anchored membrane protein insertion into ER membrane,EMC9,BP,
IEA,BP,GO:0006915,,involved_in,apoptotic process,CDIP1,BP,
IBA,BP,GO:0042771,,involved_in,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,CDIP1,BP,
IMP,BP,GO:0042771,17599062,acts_upstream_of_or_within,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,CDIP1,BP,
IDA,BP,GO:0006260,23000965,involved_in,DNA replication,PCLAF,BP,
IEA,BP,GO:0006281,,involved_in,DNA repair,PCLAF,BP,
IDA,BP,GO:0006974,"[21628590, 23000965]",involved_in,DNA damage response,PCLAF,BP,
IEA,BP,GO:0006974,,involved_in,DNA damage response,PCLAF,BP,
IMP,BP,GO:0007098,21673012,involved_in,centrosome cycle,PCLAF,BP,
IDA,BP,GO:0009411,23000965,involved_in,response to UV,PCLAF,BP,
IBA,BP,GO:0019985,,involved_in,translesion synthesis,PCLAF,BP,
IMP,BP,GO:0019985,23000965,involved_in,translesion synthesis,PCLAF,BP,
IEA,BP,GO:0051726,,involved_in,regulation of cell cycle,PCLAF,BP,
IMP,BP,GO:0051726,21628590,involved_in,regulation of cell cycle,PCLAF,BP,
IDA,BP,GO:0000122,18391022,involved_in,negative regulation of transcription by RNA polymerase II,CREBRF,BP,
IEA,BP,GO:0006355,,involved_in,regulation of DNA-templated transcription,CREBRF,BP,
IBA,BP,GO:0006357,,involved_in,regulation of transcription by RNA polymerase II,CREBRF,BP,
IEA,BP,GO:0006986,,involved_in,response to unfolded protein,CREBRF,BP,
IDA,BP,GO:0034976,18391022,involved_in,response to endoplasmic reticulum stress,CREBRF,BP,
IEA,BP,GO:0042711,,acts_upstream_of_or_within,maternal behavior,CREBRF,BP,
IDA,BP,GO:0045732,18391022,involved_in,positive regulation of protein catabolic process,CREBRF,BP,
IDA,BP,GO:0045944,16940180,involved_in,positive regulation of transcription by RNA polymerase II,CREBRF,BP,
IDA,BP,GO:1900102,18391022,involved_in,negative regulation of endoplasmic reticulum unfolded protein response,CREBRF,BP,
IEA,BP,GO:1902213,,acts_upstream_of_or_within,positive regulation of prolactin signaling pathway,CREBRF,BP,
IEA,BP,GO:2000323,,acts_upstream_of_or_within,negative regulation of nuclear receptor-mediated glucocorticoid signaling pathway,CREBRF,BP,
IEA,BP,GO:0000122,,acts_upstream_of_or_within,negative regulation of transcription by RNA polymerase II,H1-2,BP,
IEA,BP,GO:0006325,,acts_upstream_of_or_within,chromatin organization,H1-2,BP,
IEA,BP,GO:0006334,,involved_in,nucleosome assembly,H1-2,BP,
IEA,BP,GO:0006357,,acts_upstream_of_or_within,regulation of transcription by RNA polymerase II,H1-2,BP,
IBA,BP,GO:0030261,,involved_in,chromosome condensation,H1-2,BP,
IBA,BP,GO:0045910,,involved_in,negative regulation of DNA recombination,H1-2,BP,
IDA,BP,GO:0140718,26581166,involved_in,facultative heterochromatin formation,H1-2,BP,
IMP,BP,GO:0006974,18566590,involved_in,DNA damage response,RASSF1,BP,
IEA,BP,GO:0007165,,involved_in,signal transduction,RASSF1,BP,
IBA,BP,GO:0007265,,involved_in,Ras protein signal transduction,RASSF1,BP,
IDA,BP,GO:0007265,15109305,involved_in,Ras protein signal transduction,RASSF1,BP,
IDA,BP,GO:0031398,18566590,involved_in,positive regulation of protein ubiquitination,RASSF1,BP,
IDA,BP,GO:0050821,18566590,involved_in,protein stabilization,RASSF1,BP,
IDA,BP,GO:0051726,18566590,involved_in,regulation of cell cycle,RASSF1,BP,
IMP,BP,GO:1902806,12024041,acts_upstream_of_negative_effect,regulation of cell cycle G1/S phase transition,RASSF1,BP,
IBA,BP,GO:0007015,,involved_in,actin filament organization,RND1,BP,
IDA,BP,GO:0007015,"[9531558, 11095956]",involved_in,actin filament organization,RND1,BP,
IDA,BP,GO:0007162,9531558,involved_in,negative regulation of cell adhesion,RND1,BP,
IBA,BP,GO:0007165,,involved_in,signal transduction,RND1,BP,
IEA,BP,GO:0007264,,involved_in,small GTPase-mediated signal transduction,RND1,BP,
IDA,BP,GO:0016322,11095956,involved_in,neuron remodeling,RND1,BP,
IBA,BP,GO:0032956,,involved_in,regulation of actin cytoskeleton organization,RND1,BP,
IEA,BP,GO:0006486,,involved_in,protein glycosylation,B3GNT4,BP,
IBA,BP,GO:0006493,,involved_in,protein O-linked glycosylation,B3GNT4,BP,
IEA,BP,GO:0016266,,involved_in,core O-glycan biosynthetic process,B3GNT4,BP,
TAS,BP,GO:0016266,,involved_in,core O-glycan biosynthetic process,B3GNT4,BP,
TAS,BP,GO:0018146,,involved_in,keratan sulfate proteoglycan biosynthetic process,B3GNT4,BP,
IBA,BP,GO:0030311,,involved_in,poly-N-acetyllactosamine biosynthetic process,B3GNT4,BP,
IDA,BP,GO:0030311,11042166,involved_in,poly-N-acetyllactosamine biosynthetic process,B3GNT4,BP,
IEA,BP,GO:0001701,,acts_upstream_of_or_within,in utero embryonic development,ZNF335,BP,
IEA,BP,GO:0002052,,involved_in,positive regulation of neuroblast proliferation,ZNF335,BP,
ISS,BP,GO:0002052,,involved_in,positive regulation of neuroblast proliferation,ZNF335,BP,
IBA,BP,GO:0007420,,involved_in,brain development,ZNF335,BP,
IEA,BP,GO:0007420,,involved_in,brain development,ZNF335,BP,
IMP,BP,GO:0007420,23178126,involved_in,brain development,ZNF335,BP,
IEA,BP,GO:0008284,,involved_in,positive regulation of cell population proliferation,ZNF335,BP,
IEA,BP,GO:0010468,,acts_upstream_of_or_within,regulation of gene expression,ZNF335,BP,
IEA,BP,GO:0010468,,involved_in,regulation of gene expression,ZNF335,BP,
IEA,BP,GO:0021895,,acts_upstream_of_or_within,cerebral cortex neuron differentiation,ZNF335,BP,
IMP,BP,GO:0040029,23178126,involved_in,epigenetic regulation of gene expression,ZNF335,BP,
IBA,BP,GO:0045944,,involved_in,positive regulation of transcription by RNA polymerase II,ZNF335,BP,
IEA,BP,GO:0048812,,acts_upstream_of_or_within,neuron projection morphogenesis,ZNF335,BP,
ISS,BP,GO:0048812,,involved_in,neuron projection morphogenesis,ZNF335,BP,
IEA,BP,GO:0048854,,acts_upstream_of_or_within,brain morphogenesis,ZNF335,BP,
IMP,BP,GO:0050671,23178126,involved_in,positive regulation of lymphocyte proliferation,ZNF335,BP,
IEA,BP,GO:0050767,,acts_upstream_of_or_within,regulation of neurogenesis,ZNF335,BP,
IBA,BP,GO:0050769,,involved_in,positive regulation of neurogenesis,ZNF335,BP,
IEA,BP,GO:0050769,,involved_in,positive regulation of neurogenesis,ZNF335,BP,
IMP,BP,GO:0050769,23178126,involved_in,positive regulation of neurogenesis,ZNF335,BP,
IEA,BP,GO:0006259,,involved_in,DNA metabolic process,AEN,BP,
IBA,BP,GO:0006396,,involved_in,RNA processing,AEN,BP,
IEA,BP,GO:0006915,,involved_in,apoptotic process,AEN,BP,
IEA,BP,GO:0006974,,involved_in,DNA damage response,AEN,BP,
IDA,BP,GO:0010212,16171785,involved_in,response to ionizing radiation,AEN,BP,
IBA,BP,GO:0042771,,involved_in,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,AEN,BP,
IDA,BP,GO:0042771,18264133,involved_in,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,AEN,BP,
IEA,BP,GO:0006412,,involved_in,translation,MRPL1,BP,
NAS,BP,GO:0032543,27023846,involved_in,mitochondrial translation,MRPL1,BP,
IEA,BP,GO:0006355,,involved_in,regulation of DNA-templated transcription,ZNF547,BP,
IBA,BP,GO:0006357,,involved_in,regulation of transcription by RNA polymerase II,ZNF547,BP,
IEA,BP,GO:0006805,,involved_in,xenobiotic metabolic process,ABCC2,BP,
TAS,BP,GO:0006805,,involved_in,xenobiotic metabolic process,ABCC2,BP,
IMP,BP,GO:0006855,18245269,involved_in,xenobiotic transmembrane transport,ABCC2,BP,
IEA,BP,GO:0006869,,involved_in,lipid transport,ABCC2,BP,
ISS,BP,GO:0010629,,involved_in,negative regulation of gene expression,ABCC2,BP,
IMP,BP,GO:0015721,16332456,involved_in,bile acid and bile salt transport,ABCC2,BP,
IMP,BP,GO:0015723,10421658,involved_in,bilirubin transport,ABCC2,BP,
TAS,BP,GO:0042167,,involved_in,heme catabolic process,ABCC2,BP,
IMP,BP,GO:0046618,18245269,involved_in,xenobiotic export from cell,ABCC2,BP,
IEA,BP,GO:0046942,,involved_in,carboxylic acid transport,ABCC2,BP,
IBA,BP,GO:0055085,,involved_in,transmembrane transport,ABCC2,BP,
IEA,BP,GO:0055085,,involved_in,transmembrane transport,ABCC2,BP,
TAS,BP,GO:0055085,,involved_in,transmembrane transport,ABCC2,BP,
ISS,BP,GO:0070633,,involved_in,transepithelial transport,ABCC2,BP,
IMP,BP,GO:0071716,10220572,involved_in,leukotriene transport,ABCC2,BP,
IEA,BP,GO:0098656,,involved_in,monoatomic anion transmembrane transport,ABCC2,BP,
NAS,BP,GO:0150104,"[26590417, 30280653]",involved_in,transport across blood-brain barrier,ABCC2,BP,
ISS,BP,GO:1990962,,involved_in,xenobiotic transport across blood-brain barrier,ABCC2,BP,
IBA,BP,GO:0006955,,involved_in,immune response,IFI44,BP,
TAS,BP,GO:0009615,7925411,involved_in,response to virus,IFI44,BP,
IEA,BP,GO:0009617,,acts_upstream_of_or_within,response to bacterium,IFI44,BP,
IEA,BP,GO:0051707,,involved_in,response to other organism,IFI44,BP,
IEA,BP,GO:0098586,,acts_upstream_of_or_within,cellular response to virus,IFI44,BP,
IBA,BP,GO:0000398,,involved_in,"mRNA splicing, via spliceosome",BUD31,BP,
IDA,BP,GO:0000398,28076346,involved_in,"mRNA splicing, via spliceosome",BUD31,BP,
IEA,BP,GO:0006397,,involved_in,mRNA processing,BUD31,BP,
IEA,BP,GO:0008380,,involved_in,RNA splicing,BUD31,BP,
IEA,BP,GO:0045893,,involved_in,positive regulation of DNA-templated transcription,BUD31,BP,
IDA,BP,GO:0000122,"[7515060, 8622660]",involved_in,negative regulation of transcription by RNA polymerase II,ATF3,BP,
IEA,BP,GO:0000122,,involved_in,negative regulation of transcription by RNA polymerase II,ATF3,BP,
TAS,BP,GO:0000122,14685163,involved_in,negative regulation of transcription by RNA polymerase II,ATF3,BP,
IEA,BP,GO:0006094,,acts_upstream_of_or_within,gluconeogenesis,ATF3,BP,
IEA,BP,GO:0006355,,involved_in,regulation of DNA-templated transcription,ATF3,BP,
IBA,BP,GO:0006357,,involved_in,regulation of transcription by RNA polymerase II,ATF3,BP,
IDA,BP,GO:0006357,8622660,involved_in,regulation of transcription by RNA polymerase II,ATF3,BP,
IEA,BP,GO:0006357,,involved_in,regulation of transcription by RNA polymerase II,ATF3,BP,
NAS,BP,GO:0006357,"[20102225, 23661758, 28186491]",involved_in,regulation of transcription by RNA polymerase II,ATF3,BP,
IEA,BP,GO:0008284,,involved_in,positive regulation of cell population proliferation,ATF3,BP,
IEA,BP,GO:0010628,,involved_in,positive regulation of gene expression,ATF3,BP,
IEA,BP,GO:0030968,,involved_in,endoplasmic reticulum unfolded protein response,ATF3,BP,
IEA,BP,GO:0034198,,involved_in,cellular response to amino acid starvation,ATF3,BP,
IDA,BP,GO:0034976,24939851,involved_in,response to endoplasmic reticulum stress,ATF3,BP,
IEA,BP,GO:0035914,,acts_upstream_of_or_within,skeletal muscle cell differentiation,ATF3,BP,
IEA,BP,GO:0045892,,acts_upstream_of_or_within,negative regulation of DNA-templated transcription,ATF3,BP,
IDA,BP,GO:0045944,"[16300731, 24939851]",involved_in,positive regulation of transcription by RNA polymerase II,ATF3,BP,
IEA,BP,GO:0045944,,involved_in,positive regulation of transcription by RNA polymerase II,ATF3,BP,
ISS,BP,GO:0045944,18308734,involved_in,positive regulation of transcription by RNA polymerase II,ATF3,BP,
NAS,BP,GO:0045944,1406655,involved_in,positive regulation of transcription by RNA polymerase II,ATF3,BP,
IEA,BP,GO:0070373,,involved_in,negative regulation of ERK1 and ERK2 cascade,ATF3,BP,
IMP,BP,GO:1903984,24939851,involved_in,positive regulation of TRAIL-activated apoptotic signaling pathway,ATF3,BP,
IBA,BP,GO:0030970,,involved_in,"retrograde protein transport, ER to cytosol",AFG2B,BP,
IEA,BP,GO:0042254,,involved_in,ribosome biogenesis,AFG2B,BP,
IDA,BP,GO:0042273,35354024,involved_in,ribosomal large subunit biogenesis,AFG2B,BP,
IBA,BP,GO:0043161,,involved_in,proteasome-mediated ubiquitin-dependent protein catabolic process,AFG2B,BP,
IBA,BP,GO:0051228,,involved_in,mitotic spindle disassembly,AFG2B,BP,
IBA,BP,GO:0097352,,involved_in,autophagosome maturation,AFG2B,BP,
IBA,BP,GO:0002009,,involved_in,morphogenesis of an epithelium,KRT10,BP,
IDA,BP,GO:0018149,7543090,involved_in,peptide cross-linking,KRT10,BP,
IBA,BP,GO:0030216,,involved_in,keratinocyte differentiation,KRT10,BP,
IEP,BP,GO:0030216,22170488,involved_in,keratinocyte differentiation,KRT10,BP,
IBA,BP,GO:0045109,,involved_in,intermediate filament organization,KRT10,BP,
ISS,BP,GO:0045684,,involved_in,positive regulation of epidermis development,KRT10,BP,
IDA,BP,GO:0051290,27595935,involved_in,protein heterotetramerization,KRT10,BP,
IEA,BP,GO:0007059,,involved_in,chromosome segregation,STAG1,BP,
IBA,BP,GO:0007062,,involved_in,sister chromatid cohesion,STAG1,BP,
NAS,BP,GO:0034087,32409525,involved_in,establishment of mitotic sister chromatid cohesion,STAG1,BP,
IEA,BP,GO:0051301,,involved_in,cell division,STAG1,BP,
IMP,BP,GO:0090307,11590136,involved_in,mitotic spindle assembly,STAG1,BP,
TAS,BP,GO:0006351,7776974,involved_in,DNA-templated transcription,NFKBIB,BP,
IEA,BP,GO:0006954,,acts_upstream_of_or_within,inflammatory response,NFKBIB,BP,
TAS,BP,GO:0007165,7776974,involved_in,signal transduction,NFKBIB,BP,
IEA,BP,GO:0043122,,acts_upstream_of_or_within,regulation of canonical NF-kappaB signal transduction,NFKBIB,BP,
IEA,BP,GO:0045893,,involved_in,positive regulation of DNA-templated transcription,NFKBIB,BP,
IBA,BP,GO:0071222,,involved_in,cellular response to lipopolysaccharide,NFKBIB,BP,
IEA,BP,GO:0071222,,acts_upstream_of_or_within,cellular response to lipopolysaccharide,NFKBIB,BP,
IDA,BP,GO:0002218,28712728,involved_in,activation of innate immune response,PSPC1,BP,
IEA,BP,GO:0002218,,involved_in,activation of innate immune response,PSPC1,BP,
IEA,BP,GO:0002376,,involved_in,immune system process,PSPC1,BP,
IBA,BP,GO:0006355,,involved_in,regulation of DNA-templated transcription,PSPC1,BP,
IEA,BP,GO:0042752,,involved_in,regulation of circadian rhythm,PSPC1,BP,
ISS,BP,GO:0042752,,involved_in,regulation of circadian rhythm,PSPC1,BP,
IEA,BP,GO:0045087,,involved_in,innate immune response,PSPC1,BP,
